experiment_name,fold,best_val_acc,train_losses,val_losses,test_acc
exp2_1_deep,1,80.625,"[1.962273359298706, 1.431766653060913, 1.1054693341255188, 0.8646924793720245, 0.6708202660083771, 0.512716743350029, 0.3945614665746689, 0.2944084256887436, 0.22688997089862822, 0.17465546876192092, 0.1326020747423172, 0.10442537814378738, 0.08226026147603989, 0.0653404276818037, 0.05153289511799812, 0.04381014183163643, 0.03598113637417555, 0.030580669920891524, 0.02787897251546383, 0.02328618783503771, 0.021097950264811517, 0.01858135489746928, 0.018578005395829676, 0.014894801843911409, 0.01472215335816145, 0.016938540060073136]","[1.683139403661092, 1.38356351852417, 1.200840433438619, 1.0564895272254944, 0.9607361157735189, 0.8845648566881815, 0.8204106688499451, 0.7745629747708639, 0.758777916431427, 0.7429990569750468, 0.747329572836558, 0.7354900042215983, 0.7399705052375793, 0.7432133555412292, 0.7341180841128031, 0.7409117023150126, 0.7517333825429281, 0.7457491556803385, 0.7490963538487753, 0.757452925046285, 0.7536343534787496, 0.7606610059738159, 0.7621370553970337, 0.7679184079170227, 0.7682530681292216, 0.7768846154212952]",76.5
exp2_1_deep,2,77.5,"[1.9594393134117127, 1.4104891419410706, 1.070044869184494, 0.8283593356609344, 0.6445079177618027, 0.49899567365646363, 0.3829241514205933, 0.2910156860947609, 0.2204531192779541, 0.16600348949432372, 0.12513918727636336, 0.09713364914059638, 0.07432053796947002, 0.05909916684031487, 0.0474627036601305, 0.03848028462380171, 0.032050618715584275]","[1.597558617591858, 1.2852691014607747, 1.0883600115776062, 0.9597285191218058, 0.8721610506375631, 0.8088105916976929, 0.7611877918243408, 0.7289391954739889, 0.7062269051869711, 0.6973244150479635, 0.6924958825111389, 0.6897017955780029, 0.6923698385556539, 0.6994144519170126, 0.7013189991315206, 0.7100173830986023, 0.7169610659281412]",76.5
exp2_1_deep,3,85.0,"[1.9765082836151122, 1.490207600593567, 1.1794372379779816, 0.9164581716060638, 0.7088189840316772, 0.5447766423225403, 0.419084894657135, 0.3224200695753098, 0.24764982759952545, 0.19067323356866836, 0.14587733373045922, 0.11490754187107086, 0.08962010368704795, 0.07275640852749347, 0.05990669801831246, 0.04915669709444046]","[1.6282034317652385, 1.3243519862492878, 1.0976359248161316, 0.9153847297032675, 0.7831409772237142, 0.671303778886795, 0.6018405854701996, 0.5574240287144979, 0.5172863801320394, 0.4952097336451213, 0.4744806985060374, 0.4613412618637085, 0.4558803935845693, 0.453442245721817, 0.4453735152880351, 0.43976038694381714]",79.0
exp2_1_deep,4,81.25,"[1.977091097831726, 1.4064779877662659, 1.0537711381912231, 0.8056631505489349, 0.6249489963054657, 0.490548175573349, 0.3814915671944618, 0.2947571322321892, 0.22747841477394104, 0.17365687042474748, 0.13468978181481361, 0.10462888702750206, 0.0835682813078165, 0.06733619272708893, 0.05476919915527105, 0.04615381192415953, 0.03889288157224655, 0.033202190138399604, 0.029044261574745177, 0.026024354621767998, 0.02258571973070502]","[1.658186395963033, 1.3780252536137898, 1.127015233039856, 0.9674900968869528, 0.8934720754623413, 0.8200144171714783, 0.7861032883326212, 0.7502131263415018, 0.7231828769048055, 0.7207029660542806, 0.70000821352005, 0.7045315305391947, 0.7222528656323751, 0.7130527496337891, 0.7144875725110372, 0.7148752013842264, 0.7182402610778809, 0.7263187567392985, 0.7261669834454855, 0.7311396996180216, 0.733571986357371]",77.5
exp2_1_deep,5,81.76100628930817,"[1.9900315761566163, 1.4601321816444397, 1.1427012264728547, 0.8959644198417663, 0.7050363481044769, 0.5496559023857117, 0.43232264220714567, 0.336873322725296, 0.2601423725485802, 0.19908324480056763, 0.15309121757745742, 0.1171865202486515, 0.09027684852480888, 0.0700811106711626, 0.0550737589597702, 0.04490799847990275, 0.03708450812846422, 0.031124511547386647, 0.02671818919479847, 0.02324618212878704, 0.020363948494195937, 0.018079078756272793, 0.016177115309983493, 0.014489964302629232, 0.013118303380906582]","[1.7530925671259563, 1.4158719778060913, 1.1934703588485718, 1.0567402640978496, 0.9467540383338928, 0.8533408244450887, 0.8016875386238098, 0.7684937318166097, 0.7527677615483602, 0.7330801685651144, 0.7212614218393961, 0.717367966969808, 0.7107231219609579, 0.7137216130892435, 0.7151081363360087, 0.7194767793019613, 0.7224234739939371, 0.7257781227429708, 0.7282130916913351, 0.7332724332809448, 0.7386612494786581, 0.7416336536407471, 0.7449504931767782, 0.7475476066271464, 0.7496831019719442]",76.5
exp2_2_deep,1,80.0,"[2.1323835492134093, 1.6350168347358705, 1.2152002096176147, 0.8704227149486542, 0.6211498945951461, 0.43970749974250795, 0.30038015395402906, 0.20783309638500214, 0.14202573895454407, 0.09950597137212754, 0.0690561056137085, 0.05006209053099155, 0.03678187355399132, 0.0313374700024724, 0.030288893822580577, 0.019529262743890285, 0.021355081629008055, 0.026298585720360278]","[1.8815484046936035, 1.5526082118352253, 1.2528335650761921, 1.0346648295720418, 0.9072908361752828, 0.815729816754659, 0.7461538314819336, 0.7132897973060608, 0.6700228452682495, 0.6720846891403198, 0.6529411474863688, 0.6591177980105082, 0.6716162165006002, 0.6585201223691305, 0.6655622720718384, 0.6878307461738586, 0.6927867333094279, 0.7129911382993063]",77.5
exp2_2_deep,2,80.0,"[2.1217270493507385, 1.650229573249817, 1.2764411091804504, 0.9852608144283295, 0.7370758593082428, 0.5448815822601318, 0.3903968811035156, 0.2664173409342766, 0.18258074596524237, 0.12309493198990822, 0.08452501334249973, 0.058678836561739445, 0.04168774541467428, 0.030087999440729617, 0.02303589675575495, 0.01784057430922985, 0.014330823486670852, 0.011425557639449834, 0.00971397957764566, 0.00801986581645906, 0.006817358173429966, 0.005909791961312294, 0.005198990274220705, 0.004646346205845475]","[1.8435113430023193, 1.501149296760559, 1.2603022654851277, 1.0739015539487202, 0.9497969547907511, 0.8507545391718546, 0.7950613697369894, 0.7624427874883016, 0.7328804930051168, 0.7232685287793478, 0.7142508824666342, 0.718107541402181, 0.7233699758847555, 0.7259120941162109, 0.7275641759236654, 0.7392493486404419, 0.7527557611465454, 0.7609319090843201, 0.7671626011530558, 0.7730979522069296, 0.7811715602874756, 0.7836945652961731, 0.7927866776784261, 0.8030958771705627]",75.0
exp2_2_deep,3,84.375,"[2.1445491552352904, 1.7236886382102967, 1.35925635099411, 1.0530237257480621, 0.8135811746120453, 0.6318290680646896, 0.4879856616258621, 0.3742880463600159, 0.28989037722349165, 0.2078183487057686, 0.15887171626091004, 0.11666598990559578, 0.0878062404692173, 0.06477966606616974, 0.050745951011776924, 0.04258292205631733, 0.03689293600618839]","[1.9227010409037273, 1.5463802019755046, 1.2555540005366008, 1.0464531183242798, 0.8921850124994913, 0.7666706840197245, 0.6768553952376047, 0.6266796588897705, 0.5425994296868643, 0.5015274782975515, 0.49457015593846637, 0.4806700050830841, 0.4697193702061971, 0.46616673469543457, 0.4721556007862091, 0.4819234212239583, 0.4676262338956197]",78.0
exp2_2_deep,4,79.375,"[2.1198370456695557, 1.620208501815796, 1.2095909714698792, 0.9122309744358063, 0.687027496099472, 0.5070988655090332, 0.36722616851329803, 0.266725954413414, 0.19440194740891456, 0.13684575632214546, 0.10074453353881836, 0.07154101356863976, 0.05314995273947716, 0.039245456270873544, 0.03262172108516097]","[1.8614247639973958, 1.4389265378316243, 1.1702568928400676, 0.9976981282234192, 0.8877245386441549, 0.7888053059577942, 0.74211452404658, 0.7252694964408875, 0.7231619755427042, 0.7423398494720459, 0.7365230123202006, 0.7677552302678426, 0.748989979426066, 0.763282577196757, 0.7962879737218221]",78.0
exp2_2_deep,5,83.01886792452831,"[2.1554730892181397, 1.7120476365089417, 1.3197940707206726, 0.9898147940635681, 0.7470477163791657, 0.5550765424966813, 0.4059161484241486, 0.2922620952129364, 0.20559662580490112, 0.14290298148989677, 0.09859272539615631, 0.06900295913219452, 0.04804811924695969, 0.03505652341991663, 0.027077511698007584, 0.021251518838107587, 0.016886639501899482, 0.013975366903468966, 0.011903618928045034, 0.009985777176916599, 0.00859211296774447, 0.007543826475739479, 0.006564955925568938, 0.005846056295558811, 0.005164340790361166, 0.004680453496985137]","[1.9414634307225545, 1.5664965311686199, 1.2888437112172444, 1.1021443406740825, 0.9810660680135092, 0.9011765917142233, 0.8376732071240743, 0.815385619799296, 0.7938522100448608, 0.7780012488365173, 0.7974201440811157, 0.792329212029775, 0.8099093039830526, 0.8260043263435364, 0.8444698055585226, 0.84709499279658, 0.8659889101982117, 0.8782460490862528, 0.8841618100802103, 0.8917275269826254, 0.9032822052637736, 0.9124076763788859, 0.922219713528951, 0.9285840392112732, 0.9329472978909811, 0.939413865407308]",77.0
exp3_1_deep,1,79.375,"[1.5324142098426818, 0.7871123552322388, 0.502957284450531, 0.32280682027339935, 0.2212810128927231, 0.15453736782073973, 0.10856824815273285, 0.07955868244171142, 0.061899271234869956, 0.04873846620321274, 0.039749729074537755, 0.032939554937183854, 0.02865077890455723, 0.026246856525540353]","[1.1991726557413738, 1.0044272541999817, 0.8414562145868937, 0.7805557052294413, 0.7074370582898458, 0.7059283256530762, 0.6773826678593954, 0.6763140559196472, 0.6832736333211263, 0.677520235379537, 0.6749289234479269, 0.6786797046661377, 0.6808022459348043, 0.6835630536079407]",78.5
exp3_1_deep,2,80.0,"[1.5880940079689025, 0.7883825361728668, 0.486189529299736, 0.31230951845645905, 0.20576654821634294, 0.1449996314942837, 0.10429307743906975, 0.07613484300673008, 0.057713883370161055, 0.04553002268075943, 0.036706844717264174, 0.030643457360565663, 0.02591510731726885, 0.022310933470726012, 0.019413491897284984]","[1.0705114603042603, 0.851285974184672, 0.7521890004475912, 0.7133709192276001, 0.671640415986379, 0.6548095146814982, 0.6533116300900778, 0.6542762120564779, 0.6567080815633138, 0.6577532887458801, 0.6596286098162333, 0.6675674915313721, 0.6711522539456686, 0.6743482748667399, 0.6806779901186625]",75.0
exp3_1_deep,3,86.25,"[1.5228250801563263, 0.7671353995800019, 0.500063419342041, 0.3428524062037468, 0.22982654124498367, 0.15933721214532853, 0.11276814267039299, 0.08463010862469673, 0.06565081290900707, 0.05182347968220711, 0.04321347195655108, 0.035721451975405216, 0.03175868969410658, 0.02708792742341757, 0.023529719933867453]","[0.9577772816022238, 0.6933565636475881, 0.5996429820855459, 0.5288233856360117, 0.5163715382417043, 0.4899345239003499, 0.46700291832288104, 0.46427573760350543, 0.45713891585667926, 0.45308871070543927, 0.4471745987733205, 0.44520509243011475, 0.446976770957311, 0.4399350682894389, 0.45028741161028546]",77.0
exp3_1_deep,4,81.25,"[1.5321765065193176, 0.7512362867593765, 0.4712401658296585, 0.30769806951284406, 0.20960417985916138, 0.14474746510386466, 0.10602292194962501, 0.077745021879673, 0.059586649760603905, 0.046868281438946724, 0.03865513876080513, 0.03346041273325682, 0.02967541925609112, 0.023559773154556752, 0.0222047527320683, 0.019055332243442535]","[1.1115072965621948, 0.8813289801279703, 0.762145201365153, 0.7173506617546082, 0.6993606090545654, 0.6902963717778524, 0.6745397448539734, 0.6754122773806254, 0.6982694069544474, 0.6939221620559692, 0.6908912261327108, 0.7009791930516561, 0.7192932963371277, 0.709125816822052, 0.7146326700846354, 0.7234031955401102]",79.5
exp3_1_deep,5,84.27672955974843,"[1.5633938550949096, 0.7751032829284668, 0.48876971900463106, 0.33113807439804077, 0.2254558339715004, 0.1587463915348053, 0.11571762561798096, 0.08566631972789765, 0.06540509462356567, 0.05014311149716377, 0.04033925198018551, 0.0333373611792922, 0.02799514979124069, 0.02406841963529587, 0.020957052148878573, 0.018379803281277418]","[1.3191531697909038, 1.063948114713033, 0.9438839554786682, 0.875505526860555, 0.8423462311426798, 0.825249046087265, 0.8041380246480306, 0.8005814552307129, 0.797727515300115, 0.7918531795342764, 0.7977389891942342, 0.8027831017971039, 0.8023229638735453, 0.8021463553110758, 0.8049047787984213, 0.8070465922355652]",77.5
exp3_2_deep,1,80.0,"[1.5623974204063416, 0.7179287493228912, 0.4339889883995056, 0.2668304264545441, 0.17112056612968446, 0.11491144523024559, 0.08235684633255005, 0.05990895666182041, 0.04644211232662201, 0.03750264402478933, 0.03194736260920763, 0.026329579763114452, 0.023240518942475318, 0.019805217906832696, 0.017581478413194417, 0.017201462108641864]","[1.130146324634552, 0.9105709592501322, 0.7671541174252828, 0.7055956522623698, 0.6729120214780172, 0.651554544766744, 0.640144964059194, 0.6395477056503296, 0.6426594654719034, 0.6378674705823263, 0.6376037995020548, 0.6425515015920004, 0.6431469718615214, 0.6439374089241028, 0.6494096120198568, 0.6498875021934509]",77.0
exp3_2_deep,2,78.75,"[1.4749849557876586, 0.6661723911762237, 0.3901310324668884, 0.2422137513756752, 0.15485935285687447, 0.10029151067137718, 0.06979980431497097, 0.05137676484882832, 0.039073345996439454, 0.031133366748690605, 0.02537472900003195, 0.021313526947051287]","[0.9578284025192261, 0.776076078414917, 0.7171547015508016, 0.6761066118876139, 0.659510095914205, 0.6572945713996887, 0.6534533898035685, 0.6574505170186361, 0.6612787445386251, 0.6698146065076193, 0.6764200528462728, 0.6794557968775431]",77.5
exp3_2_deep,3,86.875,"[1.4793925762176514, 0.7113686978816987, 0.43311428725719453, 0.2634436830878258, 0.17681029587984085, 0.11970504522323608, 0.08090596683323384, 0.057856529206037524, 0.044168788194656375, 0.03551134970039129, 0.030904604867100716, 0.02665662541985512, 0.022159286960959434]","[0.9055693745613098, 0.6604910890261332, 0.53528892993927, 0.4810413122177124, 0.4486786623795827, 0.4389527638753255, 0.42480923732121784, 0.42020829518636066, 0.41296859582265216, 0.40572115778923035, 0.4035577178001404, 0.40038368105888367, 0.40046146512031555]",76.5
exp3_2_deep,4,80.625,"[1.4506637513637544, 0.6458379566669464, 0.37684749960899355, 0.22958860248327256, 0.1467588908970356, 0.09682913944125175, 0.06777240298688411, 0.05010810941457748, 0.038651622273027895, 0.03335412982851267, 0.026386715285480023, 0.025773363746702672, 0.024276097677648066, 0.016974978800863027]","[0.97709721326828, 0.7901619871457418, 0.7357321182886759, 0.687341550985972, 0.6899599432945251, 0.6882027784983317, 0.6951041022936503, 0.6997117797533671, 0.6985183954238892, 0.7164215048154196, 0.7133472164471945, 0.7225698232650757, 0.7368857661883036, 0.7339158852895101]",76.0
exp3_2_deep,5,84.90566037735849,"[1.4674172580242157, 0.6803221046924591, 0.3915753185749054, 0.252467568218708, 0.16009805500507354, 0.10825489386916161, 0.07517383247613907, 0.0542325846850872, 0.04186311736702919, 0.03279517162591219, 0.027202900871634482, 0.022690138779580593]","[1.097704549630483, 0.8747074604034424, 0.7799281279246012, 0.7199945946534475, 0.7192086279392242, 0.7285226384798685, 0.7285430729389191, 0.738511343797048, 0.7441734671592712, 0.7519460419813792, 0.766835351785024, 0.7712560991446177]",77.0
exp3_1_deep,1,81.875,"[2.1556968808174135, 1.6313127875328064, 1.0107581079006196, 0.6508324801921844, 0.44105728566646574, 0.26731389164924624, 0.15377508476376534, 0.09035864546895027, 0.05016569942235947, 0.034777730517089364, 0.0299271903000772, 0.017568563763052224, 0.010987614560872317, 0.009569167671725155]","[1.928320089975993, 1.3666492700576782, 1.0758549968401592, 0.8901476661364237, 0.8386613329251608, 0.7706717054049174, 0.7431671818097433, 0.7105196913083395, 0.7577702204386393, 0.7779927651087443, 0.7711900075276693, 0.766446570555369, 0.8033559123675028, 0.808111290136973]",73.5
exp3_1_deep,2,80.625,"[2.144520950317383, 1.5691100716590882, 1.1095970034599305, 0.7305896759033204, 0.464090022444725, 0.2934535562992096, 0.15199452340602876, 0.08077586255967617, 0.03599348086863756, 0.02023364817723632, 0.01076136901974678, 0.007582001620903611, 0.005491532245650887, 0.004161854647099972, 0.003345994604751468, 0.0028203951427713037]","[1.834808071454366, 1.3763298988342285, 1.0464872519175212, 0.8949085474014282, 0.8315794467926025, 0.7335488001505533, 0.7023199995358785, 0.7496504386266073, 0.6782060265541077, 0.7312362392743429, 0.7634092370669047, 0.7770059903462728, 0.7941714326540629, 0.808678925037384, 0.8148033618927002, 0.823996365070343]",78.0
exp3_1_deep,3,86.875,"[2.16954665184021, 1.5537114500999452, 0.9975992321968079, 0.6467340588569641, 0.44931353628635406, 0.29702185839414597, 0.19365085065364837, 0.10099913887679576, 0.0605428159236908, 0.04175023715943098, 0.02049363302066922, 0.020466431695967912, 0.014057584572583437, 0.008316350542008877, 0.01139158015139401, 0.013927671127021313, 0.006004592077806592, 0.005985673936083913, 0.007573257992044091, 0.010201556130778045, 0.019781345466617493, 0.005515196570195257, 0.011396371165756137, 0.002583615732146427, 0.010862997954245657, 0.01438233390217647, 0.0036976950126700104, 0.007433541357750073, 0.007436859887093306, 0.006977823737543076, 0.0067752157454378905, 0.0036630810878705232]","[1.8690093755722046, 1.190737247467041, 0.814781645933787, 0.6378707687060038, 0.5564006765683492, 0.5406723817189535, 0.4837323725223541, 0.48270414272944134, 0.5024572710196177, 0.46012340982755023, 0.48910508553187054, 0.46868013342221576, 0.4693520963191986, 0.4867818057537079, 0.4726168711980184, 0.48724692066510517, 0.4807245333989461, 0.4732198317845662, 0.48397864898045856, 0.4744788706302643, 0.5071655909220377, 0.5045643250147501, 0.5144524673620859, 0.49422874053319293, 0.5079110662142435, 0.48460864027341205, 0.5506400366624197, 0.48048396905263263, 0.4924657146135966, 0.5042392214139303, 0.48507700363794964, 0.5077802936236063]",75.0
exp3_1_deep,4,82.5,"[2.139055907726288, 1.5473618268966676, 1.0250978350639344, 0.6653500080108643, 0.42930939346551894, 0.255406579375267, 0.14840174838900566, 0.10035211853682995, 0.06392728313803672, 0.037917692214250565, 0.022153111826628446, 0.021369632286950945, 0.012241158029064536, 0.00996948298998177, 0.006408678321167827, 0.007356035010889173, 0.013601345370989292]","[1.8676457405090332, 1.3866433302561443, 1.116725206375122, 0.9383451342582703, 0.874699870745341, 0.8529382745424906, 0.886440098285675, 0.97157088915507, 0.9192179044087728, 0.9333610335985819, 0.979111115137736, 0.9252730011940002, 0.942159116268158, 0.9989072481791178, 1.0141159693400066, 0.9767636855443319, 1.1208683848381042]",76.5
exp3_1_deep,5,82.38993710691824,"[2.0847033977508547, 1.511817753314972, 1.038532054424286, 0.6931744664907455, 0.4591687649488449, 0.2975971817970276, 0.17679719626903534, 0.1079972192645073, 0.056839343160390854, 0.029821446072310208, 0.019102415721863508, 0.011515989527106285, 0.007595989946275949, 0.005876921117305756, 0.004458605078980327, 0.0036056652199476956, 0.003080900711938739, 0.0026421785820275544, 0.0022948362166061997]","[1.8005349238713582, 1.356190284093221, 1.0710112651189168, 0.925462027390798, 0.8682196537653605, 0.8198947111765543, 0.8902739683787028, 0.9139494101206461, 0.9429864486058553, 1.01297394434611, 1.0144885977109273, 1.0595234632492065, 1.088168203830719, 1.1109357873598735, 1.1338039636611938, 1.152004559834798, 1.165675401687622, 1.176636318365733, 1.1894949475924175]",75.0
exp3_2_deep,1,80.0,"[2.223121476173401, 1.8391855478286743, 1.3565157055854797, 0.9339670419692994, 0.6475295841693878, 0.4509782135486603, 0.3196328550577164, 0.21246356666088104, 0.1466759979724884, 0.10479950346052647, 0.06605209577828645, 0.03856430966407061, 0.036293013393878935, 0.020698061492294074, 0.017028477136045696, 0.015625383891165256, 0.01398002216592431]","[2.0728989442189536, 1.6418200333913167, 1.2600319782892864, 0.9811472098032633, 0.8849013249079386, 0.811376710732778, 0.7531434694925944, 0.7170938650767008, 0.7712275187174479, 0.6778368949890137, 0.6932380000750223, 0.7462122639020284, 0.7086682717005411, 0.7274129390716553, 0.7207669218381246, 0.7271958589553833, 0.7719956437746683]",78.0
exp3_2_deep,2,78.75,"[2.228047490119934, 1.8689241409301758, 1.391720700263977, 1.0067725241184236, 0.7374752998352051, 0.5268155813217164, 0.36057938635349274, 0.22832162976264953, 0.14495977237820626, 0.08921822346746922, 0.0544810988008976, 0.03243958000093698, 0.021470052655786276, 0.015294190030544996, 0.01124719763174653, 0.008843990555033088, 0.00702858748845756, 0.005845383484847843, 0.004983884352259338]","[2.0709055264790854, 1.6420079469680786, 1.287050684293111, 1.0695823431015015, 0.92503688732783, 0.8423752188682556, 0.8026703794797262, 0.7717657883961996, 0.7811501622200012, 0.7460500399271647, 0.7838952342669169, 0.8079230388005575, 0.8071311116218567, 0.8188845912615458, 0.839343269666036, 0.8497848908106486, 0.8611210385958353, 0.8606006105740865, 0.8717354734738668]",75.0
exp3_2_deep,3,83.75,"[2.164804458618164, 1.7047632336616516, 1.227910041809082, 0.8738008379936218, 0.6351445347070694, 0.4723934084177017, 0.3174260824918747, 0.21687735468149186, 0.14034037068486213, 0.08492766842246055, 0.056959576345980166, 0.04630857948213816, 0.0342115418985486, 0.021512832120060922]","[1.943203608194987, 1.4358394543329875, 1.0566015044848125, 0.8352197011311849, 0.7060177127520243, 0.631214420000712, 0.587637742360433, 0.5522530873616537, 0.5209987064202627, 0.510618269443512, 0.5680272181828817, 0.5228035052617391, 0.5285493532816569, 0.5319440265496572]",76.5
exp3_2_deep,4,81.25,"[2.239778971672058, 1.9227794289588929, 1.4507007718086242, 1.0216302037239076, 0.7342711210250854, 0.5062596529722214, 0.34730084240436554, 0.22069763541221618, 0.1399374447762966, 0.09187366217374801, 0.05370966475456953, 0.04147569760680199, 0.026789374742656948, 0.019714480638504027, 0.01564041809178889, 0.014774775272235275, 0.014311796985566616, 0.015417760424315929, 0.015475807711482048, 0.01583580654114485, 0.015045577147975563, 0.013277860055677593, 0.005478845210745931, 0.006690035597421229, 0.006401462689973414, 0.00582200187491253, 0.008126585313584655, 0.004315436258912087]","[2.1176177660624185, 1.7869329452514648, 1.4012757142384846, 1.1639848550160725, 1.077203134695689, 0.9718817273775736, 0.9074341456095377, 0.8489948312441508, 0.8984459241231283, 0.9906160434087118, 0.957045833269755, 0.9619948267936707, 1.0115950306256611, 1.011210858821869, 1.044161319732666, 1.0452535549799602, 1.0312494436899822, 1.067749301592509, 1.052613615989685, 1.0780636072158813, 1.075943390528361, 1.1086502075195312, 1.0805131594340007, 1.0956748723983765, 1.1119478543599446, 1.1089012225468953, 1.1360236406326294, 1.1378971735636394]",77.5
exp3_2_deep,5,82.38993710691824,"[2.245515966415405, 1.8773671627044677, 1.249199765920639, 0.8488877296447754, 0.5650626450777054, 0.39745327532291413, 0.291032537817955, 0.18584592491388321, 0.11133667826652527, 0.0657450020313263, 0.03896726705133915, 0.025539233349263668, 0.016930004581809044, 0.012560097174718976, 0.009646644722670317, 0.007740881247445941, 0.006352532096207142, 0.00526792611926794, 0.0045669340994209055, 0.004001697897911072]","[2.1258734862009683, 1.5901086727778118, 1.1552560329437256, 0.945379634698232, 0.8584551215171814, 0.8363586862881979, 0.8071790536244711, 0.8352564771970113, 0.8386333783467611, 0.8505372802416483, 0.8934027155240377, 0.9180782636006674, 0.9330751299858093, 0.9616202712059021, 0.9796348611513773, 0.9908877412478129, 1.0056659777959187, 1.0176518360773723, 1.031292696793874, 1.0424768328666687]",75.5
exp3_3_deep,1,79.375,"[2.2533524513244627, 2.0204869866371156, 1.791499876976013, 1.5756177663803101, 1.3491380572319032, 1.1181577920913697, 0.908455091714859, 0.7137912690639496, 0.5478977859020233, 0.40110001564025877, 0.2933543846011162, 0.21841609925031663, 0.15449238270521165, 0.11765754595398903, 0.09017858989536762, 0.06956276148557664, 0.05414406601339579, 0.038847366161644456, 0.029387903027236463, 0.025006778724491596, 0.026876214426010847, 0.023469267319887875, 0.02106675268150866, 0.011878118617460132, 0.020131175545975565, 0.013789725862443447]","[2.1501263777414956, 1.9282947778701782, 1.7541845639546711, 1.585665186246236, 1.417213241259257, 1.2531408468882244, 1.0951309204101562, 0.9769541025161743, 0.8613035480181376, 0.8077544569969177, 0.7648027539253235, 0.7144612272580465, 0.6910318533579508, 0.6872273882230123, 0.6948378086090088, 0.6902478535970052, 0.6875522335370382, 0.7060628135999044, 0.7142636378606161, 0.7143521904945374, 0.7142040332158407, 0.7189045747121176, 0.739871601263682, 0.7919526696205139, 0.7224790255228678, 0.7494020859400431]",75.5
exp3_3_deep,2,77.5,"[2.2379068613052366, 1.9922768473625183, 1.722995662689209, 1.4876246333122254, 1.2515720844268798, 1.032108724117279, 0.8510201334953308, 0.6919904351234436, 0.5382483422756195, 0.4094333440065384, 0.29835470020771027, 0.21737368255853654, 0.15664351508021354, 0.10946040078997613, 0.08068013936281204, 0.06025216542184353, 0.04522714801132679, 0.03549260552972555]","[2.1172736485799155, 1.838535189628601, 1.5992937088012695, 1.3900497357050579, 1.2283506790796916, 1.1016905109087627, 1.0079068541526794, 0.9336417317390442, 0.8818162282307943, 0.8435676296552023, 0.8421637614568075, 0.8297798832257589, 0.8668006658554077, 0.8453497091929117, 0.899959127108256, 0.9068180322647095, 0.9242889086405436, 0.9545103708902994]",74.0
exp3_3_deep,3,83.75,"[2.2447675228118897, 2.027584171295166, 1.7472524523735047, 1.464731800556183, 1.253751027584076, 1.0574549198150636, 0.8660450875759125, 0.7115368664264679, 0.5839358448982239, 0.46291804909706114, 0.3482352778315544, 0.26093301773071287, 0.18757397830486297, 0.13478125035762786, 0.10034939236938953, 0.07552603520452976, 0.05624660104513168, 0.0446519473567605, 0.037789777107536796]","[2.1394876639048257, 1.8727330366770427, 1.5637151797612507, 1.3279235363006592, 1.1622409224510193, 1.0199182033538818, 0.88609645764033, 0.80035928885142, 0.7451386253039042, 0.6861361463864645, 0.6258504589398702, 0.5900547305742899, 0.5847721099853516, 0.5648608406384786, 0.5840142965316772, 0.5825339555740356, 0.5969451665878296, 0.5837827523549398, 0.613993227481842]",75.0
exp3_3_deep,4,76.25,"[2.2571289777755736, 2.0407217025756834, 1.7123107671737672, 1.4129279255867004, 1.1584946513175964, 0.9516802608966828, 0.7801955103874206, 0.616630744934082, 0.47850301861763, 0.3638712793588638, 0.2674498662352562, 0.18836518377065659, 0.13222164213657378, 0.09472986981272698, 0.06952728182077408, 0.051779107004404065, 0.04014747366309166, 0.03199263326823711, 0.026373289059847593, 0.018275325559079646]","[2.172453244527181, 1.9126101732254028, 1.6570900678634644, 1.4646125237147014, 1.3209782044092815, 1.1895868579546611, 1.075189193089803, 0.9903339942296346, 0.9172572692235311, 0.8745615482330322, 0.8673100272814432, 0.8613221446673075, 0.8572559555371603, 0.8847105304400126, 0.8883824944496155, 0.9075610240300497, 0.9387083848317465, 0.9384109576543173, 0.9533563057581583, 0.9544516603151957]",75.0
exp3_3_deep,5,77.9874213836478,"[2.2315190553665163, 1.9715153574943542, 1.7573972940444946, 1.5721002578735352, 1.3885525941848755, 1.1923542022705078, 0.9973042011260986, 0.8081821084022522, 0.6215192615985871, 0.4673815041780472, 0.3451090931892395, 0.24078873544931412, 0.16886946186423302, 0.12221020311117173, 0.09174158051609993, 0.06740701589733362, 0.050572282448410985, 0.039184892922639845, 0.030321768298745156, 0.024264132604002953, 0.018805301003158092, 0.015266518574208021, 0.012563541531562805, 0.010501888720318675, 0.008872360968962312, 0.00778367007151246, 0.00673146708868444, 0.0059649596689268945, 0.005262262071482837, 0.004736838908866048, 0.004305857582949102, 0.003887747973203659, 0.0035594500368461013, 0.0032665236736647784]","[2.1241584618886313, 1.8945012092590332, 1.7453324794769287, 1.6196927229563396, 1.4905000527699788, 1.3575687408447266, 1.2381757299105327, 1.1481283903121948, 1.0836498737335205, 1.0441297888755798, 1.0318881471951802, 1.0386009017626445, 1.042830189069112, 1.0631953875223796, 1.0845578511555989, 1.1015365918477376, 1.1147544980049133, 1.1428451736768086, 1.151214321454366, 1.1677167614301045, 1.183479328950246, 1.200626293818156, 1.206317166487376, 1.2162484725316365, 1.2317739327748616, 1.2455121080080669, 1.255977471669515, 1.2700442671775818, 1.278556803862254, 1.2855839530626934, 1.2945260802904766, 1.3032850623130798, 1.3104564150174458, 1.3205798467000325]",75.0
