experiment_name,fold,best_val_acc,train_losses,val_losses,test_acc
exp5_4_dropout,4,87.5,"[2.286654435671293, 2.1715597189389744, 2.0688937719051657, 2.0209578642478356, 1.9188884771787202, 1.8718812924164991, 1.8005317174471343, 1.7693451734689565, 1.6536287527817946, 1.5876358839181752, 1.557368095104511, 1.5148651049687312, 1.4431597819695106, 1.377410283455482, 1.3008454854671772, 1.2811041153394258, 1.1898323526749244, 1.1721045420720027, 1.1764886746039758, 1.0743000186406648, 1.0622315269250135, 1.028088166163518, 0.9193850022095901, 0.9024864801993737, 0.8394965621141287, 0.837540899331753, 0.8398934006690979, 0.7678185334572425, 0.7206131815910339, 0.729020159978133, 0.6338834051902478, 0.6568852869363931, 0.6495417035543002, 0.6263090303310981, 0.6221071756803073, 0.5815565631939814, 0.5354576798585745, 0.5349374482264886, 0.481351749255107, 0.438949676660391, 0.4517308748685397, 0.40777685321294344, 0.4056851061490866, 0.3894288150163797, 0.3562993292625134, 0.3678438537395917, 0.33178102855498975, 0.3326749297288748, 0.35107266215177685, 0.32109228578897625]","[2.2157304883003235, 2.0708557665348053, 1.9897738993167877, 1.917023926973343, 1.8281746208667755, 1.7514162361621857, 1.6940627098083496, 1.623615026473999, 1.568911373615265, 1.5257407426834106, 1.4594621658325195, 1.4172592759132385, 1.3707977086305618, 1.307336464524269, 1.2774079740047455, 1.266404613852501, 1.1643649190664291, 1.12368942797184, 1.0968965739011765, 1.055285632610321, 0.9694185107946396, 1.0093285739421844, 0.988797053694725, 0.921945109963417, 0.9043234586715698, 0.8795852661132812, 0.8642510995268822, 0.8404448106884956, 0.821138471364975, 0.7912306785583496, 0.83183404058218, 0.8344918414950371, 0.7848942056298256, 0.7454120889306068, 0.7449392974376678, 0.7370310202240944, 0.7785088047385216, 0.8096050247550011, 0.7999934405088425, 0.775425635278225, 0.766031838953495, 0.7473044767975807, 0.7664312273263931, 0.8494456857442856, 0.8601009249687195, 0.8665289431810379, 0.9291308671236038, 0.9456760361790657, 0.9656694084405899, 0.9349117502570152]",
exp5_4_dropout,5,80.40201005025126,"[2.2945628349597635, 2.240100988974938, 2.135288898761456, 2.0637541734255276, 1.9858099955778856, 1.914985253260686, 1.852080170924847, 1.789489901982821, 1.6741787470304048, 1.6585383048424354, 1.5156864386338453, 1.5170720357161303, 1.4379275945516734, 1.3444300156373243, 1.28442893578456, 1.2274806591180654, 1.1648654891894414, 1.1161651382079492, 0.9874381285447341, 1.0242519332812383, 0.8787751702161936, 0.8503567117911118, 0.8679909476867089, 0.7947641886197604, 0.7548679709434509, 0.7133044944359705, 0.6563612039272602, 0.6252360939979553, 0.6287679351293124, 0.5642763467935416, 0.6029703319072723, 0.5799504403884594, 0.5543246383850391, 0.5076145048324878, 0.48008211300923276, 0.47443623267687285, 0.49761190093480623, 0.4946255340025975, 0.4971541097530952, 0.4393660151041471, 0.4384694259900313, 0.4140405494433183, 0.398520569388683, 0.36290132655547214, 0.37647396555313695, 0.3159686613541383, 0.36279267301926243, 0.35909033394776857, 0.36347723465699416, 0.3568635777785228]","[2.283102035522461, 2.203095555305481, 2.087542772293091, 1.9862243235111237, 1.9112848043441772, 1.8540845215320587, 1.7827466130256653, 1.723692387342453, 1.6525115966796875, 1.595980554819107, 1.5431789308786392, 1.5067369937896729, 1.4761236757040024, 1.4115249961614609, 1.3569162487983704, 1.313670575618744, 1.2747607827186584, 1.2378916144371033, 1.192167729139328, 1.157675862312317, 1.145764335989952, 1.126897782087326, 1.0931832790374756, 1.0807779133319855, 1.034764602780342, 0.9772374406456947, 0.9964203536510468, 0.9833282083272934, 0.95561882853508, 0.9656414687633514, 0.9805268198251724, 0.9530258029699326, 0.9194645285606384, 0.8919107615947723, 0.8806953132152557, 0.9280375838279724, 0.9054538458585739, 0.924626350402832, 0.9772198647260666, 0.9547547250986099, 0.9723867774009705, 0.9076103121042252, 0.8496789336204529, 0.906095415353775, 0.9494711458683014, 0.969635397195816, 1.0258773416280746, 1.0237180292606354, 0.9370635449886322, 0.9417393803596497]",
exp6_1_leakyrelu,1,83.5,"[2.1138843297958374, 1.57574829688439, 1.072037357550401, 0.7443618086668161, 0.5472694635391235, 0.3795663553934831, 0.27576148624603564, 0.17951787664340094, 0.11088768421457364, 0.07125166230476819, 0.04212162056221412, 0.027471698104188993, 0.017992830262161218, 0.012418619142128872, 0.008941513736947225, 0.00695907618277348]","[1.9732862412929535, 1.5624047815799713, 1.2057736068964005, 1.0528649687767029, 0.8861603513360023, 0.8170141130685806, 0.6765167191624641, 0.6448891162872314, 0.6222174316644669, 0.6809584647417068, 0.6522701010107994, 0.667896568775177, 0.6862694770097733, 0.6980928629636765, 0.6953840479254723, 0.7091226577758789]",
exp6_1_leakyrelu,2,82.5,"[2.1028601756462684, 1.4858932540966914, 1.0225953368040233, 0.68270798600637, 0.4800871175069075, 0.3255024586732571, 0.21225839108228683, 0.15223448494305977, 0.10207895476084489, 0.06939026756355396, 0.045862337574362755, 0.03274630146244398, 0.01808507776317688, 0.017587461938651707, 0.013777288751533398, 0.013666254432442097, 0.0087799417356459, 0.00818883625862117, 0.007935901566480216, 0.009317824724488534, 0.00995879083012159, 0.0058843353763222694, 0.006852520047686994, 0.006393391128557806]","[1.9170046150684357, 1.557421624660492, 1.3631074875593185, 1.1605307906866074, 1.0330921411514282, 0.9864923879504204, 0.9167197272181511, 1.0086479634046555, 1.2732683271169662, 1.0845085605978966, 1.076193392276764, 1.1404538750648499, 1.1172126233577728, 1.1857180148363113, 1.125071957707405, 1.2273373901844025, 1.189932532608509, 1.1803695261478424, 1.1989068984985352, 1.2477061226963997, 1.2641831040382385, 1.21766959130764, 1.2363725304603577, 1.272125244140625]",
exp6_1_leakyrelu,3,81.0,"[2.1535216569900513, 1.594243728197538, 1.102954557308784, 0.7287976329143231, 0.5168336836191324, 0.35361923162753767, 0.23089632850426894, 0.14385434297414926, 0.08602956395882827, 0.047483943975888766, 0.027260081126139715, 0.01616003976848263, 0.010357423972051878, 0.007335714333189221, 0.005710539730409017, 0.004657497235502188, 0.0038622951564880516, 0.003418329655407713, 0.002882661181502044, 0.0025405915489850137, 0.002286378894216166, 0.0020211877641626275, 0.0018359822525571173]","[1.999323695898056, 1.602577656507492, 1.2154154628515244, 1.1440558731555939, 0.9645705819129944, 0.9828577861189842, 1.033238299190998, 1.0257746577262878, 1.1644177213311195, 1.1199081912636757, 1.2514642030000687, 1.2678859531879425, 1.2097186595201492, 1.2909878641366959, 1.3471123278141022, 1.3415342718362808, 1.375688910484314, 1.37773035466671, 1.389346644282341, 1.4172073751688004, 1.4357196539640427, 1.4292599707841873, 1.455181211233139]",
exp6_1_leakyrelu,4,87.5,"[2.152017877652095, 1.6656460486925566, 1.280545894916241, 0.8791343982403095, 0.5887931012190305, 0.38937623913471514, 0.27137760588755977, 0.17194107289497668, 0.10266878771094176, 0.06143607500080879, 0.03856196627020836, 0.02848225387816246, 0.020355501283819858, 0.012596294606247773, 0.014046736670514712, 0.011777952385063354, 0.013082923385529565, 0.016565633848166235, 0.004851041433329766, 0.02111517362153301, 0.03691688767419411]","[1.9400885701179504, 1.595403015613556, 1.2567963004112244, 0.9916988611221313, 0.8183922171592712, 0.8438127264380455, 0.7003125175833702, 0.7478999048471451, 0.7817927226424217, 0.8675520271062851, 0.7755559980869293, 0.8703932464122772, 0.8250016495585442, 0.9168063774704933, 0.8117827028036118, 0.9658654779195786, 0.8400864824652672, 1.0063551738858223, 0.9563612192869186, 0.9563869759440422, 0.8515851572155952]",
exp6_1_leakyrelu,5,79.39698492462311,"[2.117649949513949, 1.5124074862553523, 0.9740981643016522, 0.6494628695341257, 0.44953524607878464, 0.31604711138285124, 0.22827919744528258, 0.14054981275246695, 0.08823116295612775, 0.04975937163600555, 0.037113395161353625, 0.029705800617543552, 0.015869374960087813, 0.012720813079235645, 0.012547810991796164, 0.0089284754716433, 0.01087412005290389, 0.011190575977357535, 0.013327821945914855, 0.01471762416454462, 0.007417568927988983, 0.0057927485591230485, 0.01001471509404767, 0.0026558433713104864, 0.0069473825144366575]","[1.9476597309112549, 1.435171127319336, 1.1097874492406845, 0.9090197533369064, 0.8006988018751144, 0.7889364659786224, 0.7694380283355713, 0.6800294667482376, 0.6244977414608002, 0.697345182299614, 0.6688805893063545, 0.6450046487152576, 0.6617211438715458, 0.6512206643819809, 0.6569080390036106, 0.6727478615939617, 0.6746320743113756, 0.6848629675805569, 0.7124988753348589, 0.6841921787708998, 0.700658205896616, 0.7006828002631664, 0.6981849670410156, 0.7166238315403461, 0.7106569558382034]",
exp6_2_elu,1,83.5,"[1.8286083753292377, 1.2275970761592572, 0.8388586456959064, 0.5676018733244675, 0.36397616450603193, 0.210246140567156, 0.1083547048843824, 0.05138347942668658, 0.027450194152501915, 0.014694936215304412, 0.009453364074803315, 0.0065201529874824565, 0.005143008678435133, 0.004159619315312459, 0.003449307862096108, 0.002846119889559654, 0.002517291622308011]","[1.6182636320590973, 1.2321331053972244, 0.948978841304779, 0.7291191667318344, 0.6634275913238525, 0.5607570186257362, 0.579569585621357, 0.5950977206230164, 0.6122955158352852, 0.5785603821277618, 0.6126965954899788, 0.6229839101433754, 0.6270870268344879, 0.635321743786335, 0.6401988118886948, 0.6494924053549767, 0.6503165364265442]",
exp6_2_elu,2,82.5,"[1.8910283492161677, 1.2658438269908612, 0.8589834479185251, 0.5646118177817419, 0.32766998616548687, 0.18674609122368005, 0.10039747019226734, 0.05997533207902542, 0.03397419332311703, 0.023051798845139835, 0.0160086159952558, 0.018767264743263904, 0.007265486217175539, 0.008845244946244817, 0.008320137106168728, 0.008593556811459936, 0.010378353217115195, 0.004753128920968335, 0.008317934116348624, 0.0039341755372543745, 0.006981178240564007, 0.005692694891387453, 0.00534343164270887]","[1.6732068061828613, 1.3564684987068176, 1.1473024785518646, 0.9849790185689926, 0.8971694186329842, 0.9248254969716072, 0.8950346484780312, 0.981745757162571, 1.1213071271777153, 1.0831245854496956, 1.258883349597454, 1.1215218156576157, 1.158319391310215, 1.1941069662570953, 1.21745103597641, 1.2319395393133163, 1.2575147077441216, 1.3469452410936356, 1.2899084761738777, 1.4009725078940392, 1.3145771101117134, 1.326538123190403, 1.3558854311704636]",
exp6_2_elu,3,79.5,"[1.8770380478638868, 1.2131973917667682, 0.7751485751225398, 0.5342025390038123, 0.3183665332885889, 0.17964911403564307, 0.08717691927002026, 0.03873152042237612, 0.018751190043985844, 0.011027167372118968, 0.007471909603247276, 0.005660669770664894, 0.00451504304790153, 0.0037284151006203433, 0.0031950623692514803, 0.0026928203968474497]","[1.6788877248764038, 1.4009442776441574, 1.2208577543497086, 1.2455059885978699, 1.2151096016168594, 1.3762855529785156, 1.399882473051548, 1.418373517692089, 1.587810918688774, 1.6877570822834969, 1.7197907269001007, 1.7190609723329544, 1.7492656856775284, 1.798887312412262, 1.8323839455842972, 1.8363497406244278]",
exp6_2_elu,4,86.5,"[1.8440352219801683, 1.2420591115951538, 0.8416734429506155, 0.5770089351213895, 0.3779603907695183, 0.23362494775882134, 0.12895237310574606, 0.06958863339745082, 0.04068488570360037, 0.02631519727695447, 0.016508642154244278, 0.018010549999486942, 0.013413308582340296, 0.008289055361484107]","[1.5326859652996063, 1.2405152469873428, 0.9658573120832443, 0.8151140958070755, 0.6555299088358879, 0.6243064776062965, 0.6188698187470436, 0.6977808550000191, 0.7128025591373444, 0.7172062173485756, 0.8029522150754929, 0.7946628034114838, 0.7954770475625992, 0.7862454876303673]",
exp6_2_elu,5,79.89949748743719,"[1.8874976910077608, 1.2252285618048449, 0.7664267925115732, 0.47145965924629796, 0.27217868658212513, 0.14340538474229667, 0.07720526995567176, 0.04254162010665123, 0.02474796951103669, 0.013767657801508904, 0.011503494846133085, 0.015133908824422039, 0.01020771673379036, 0.010928556233501205, 0.008117620564567355, 0.007232247529408107, 0.004793159556216919, 0.005048644917014127, 0.005109275968816991]","[1.6352414786815643, 1.2397054433822632, 0.9474975764751434, 0.7935049682855606, 0.7254261523485184, 0.6947241500020027, 0.6271964833140373, 0.6351787187159061, 0.6466494686901569, 0.6587341353297234, 0.6694346256554127, 0.6731050573289394, 0.6836001556366682, 0.7012993954122066, 0.7056995928287506, 0.7174092382192612, 0.7297469079494476, 0.7317687980830669, 0.7411706149578094]",
exp6_3_swish,1,86.0,"[2.101493771259601, 1.5438974728951087, 1.067939749130836, 0.7422934518410609, 0.5124153655308944, 0.3687714911424197, 0.22131475175802523, 0.14192943905408567, 0.08590946948299041, 0.04373864772228094, 0.022188344182303317, 0.013138755976867218, 0.008837014257621307, 0.0065072030187226255, 0.0051253645036083, 0.004021108956434405, 0.0034593607728871014, 0.0029203127711438215]","[1.969867616891861, 1.5624375939369202, 1.2035224437713623, 1.021958827972412, 0.8203137218952179, 0.7952394708991051, 0.7088084891438484, 0.6986746788024902, 0.5854086652398109, 0.6609055399894714, 0.6855181306600571, 0.6824798062443733, 0.7080806717276573, 0.7091270908713341, 0.7172359079122543, 0.7259281948208809, 0.739338330924511, 0.7464274391531944]",
exp6_3_swish,2,81.5,"[2.1157017854543834, 1.497024105145381, 0.962959349155426, 0.6870770087608924, 0.48331053440387434, 0.32259303675248074, 0.21020682499958918, 0.131247005210473, 0.0832864258151788, 0.050951335579156876, 0.034121230961038515, 0.023303371066084273, 0.024457991015739165, 0.015059661872398395, 0.015820489479945257, 0.011197587922931863, 0.007679078638410339, 0.0065470520012940354, 0.006030421739873977, 0.007057081460236357, 0.006429762239209735, 0.004938315868807526]","[1.9044952690601349, 1.4605607241392136, 1.3530254513025284, 1.1358663886785507, 0.9676351994276047, 0.915144719183445, 0.9545897841453552, 0.8864019066095352, 0.9334985017776489, 1.029467985033989, 0.9622008502483368, 1.0310744121670723, 1.0231190770864487, 1.1369502544403076, 1.1070967018604279, 1.1135028153657913, 1.0920819640159607, 1.13426972925663, 1.1820922419428825, 1.1705981492996216, 1.2023065835237503, 1.2104277983307838]",
exp6_3_swish,3,78.5,"[2.128398198347825, 1.4521506291169386, 0.9151600828537574, 0.5903655244753911, 0.3757469952106476, 0.2389716746715399, 0.13288086022321993, 0.07085599349095272, 0.038562206336512014, 0.021890225247121774, 0.012819701089308811, 0.008822708390653133, 0.006538700563116715, 0.005107804649294569, 0.004107805936095806]","[1.9420535266399384, 1.369894802570343, 1.1348631829023361, 1.085851028561592, 0.9633126854896545, 1.071976974606514, 1.1038663685321808, 1.0276861041784286, 1.1675502508878708, 1.1349391490221024, 1.269987791776657, 1.3103868514299393, 1.342600017786026, 1.3169822692871094, 1.3489155024290085]",
exp6_3_swish,4,85.0,"[2.0888868753726664, 1.491640100112328, 1.0338492118395293, 0.7744788344089801, 0.5376429511950567, 0.37130439281463623, 0.24557960950411284, 0.15905271069361612, 0.10133242893677491, 0.04775829312319939, 0.036137848949203126, 0.03164193890272425, 0.01892179189822995, 0.013215793045954062, 0.009263288623724993, 0.007081144525168033, 0.005569486377330927]","[1.9013908505439758, 1.4312297403812408, 1.1280875951051712, 0.9758121520280838, 0.7590501010417938, 0.6779948398470879, 0.6104839816689491, 0.5942906141281128, 0.5968017056584358, 0.6103286147117615, 0.6752201095223427, 0.6500257477164268, 0.6879040896892548, 0.7429526597261429, 0.7228543609380722, 0.7431210055947304, 0.7700318545103073]",
exp6_3_swish,5,78.39195979899498,"[2.1095353273245006, 1.5090414193960338, 1.0658402763880217, 0.7077137094277602, 0.4725429301078503, 0.30941058179506886, 0.19706457394819993, 0.11028074731047337, 0.06585775258449408, 0.03932607417496351, 0.0337528190933741, 0.021207059590289228, 0.011077731668662567, 0.012744182004378391, 0.007718162557396751, 0.010106607268636044, 0.00817605505625789, 0.009576629623412512, 0.008275911641808657]","[1.9313138723373413, 1.5571164190769196, 1.300731509923935, 1.1143318265676498, 0.8668201565742493, 0.8930948078632355, 0.7091595679521561, 0.6822716817259789, 0.6943423002958298, 0.7671490460634232, 0.7709301859140396, 0.7185296788811684, 0.7627417743206024, 0.7278253436088562, 0.7400593608617783, 0.7658827006816864, 0.74307481944561, 0.8176483511924744, 0.7805415764451027]",
exp7_1_batchnorm,1,89.0,"[1.9781589141258826, 1.5517549698169415, 1.3494078104312603, 1.1757871921245868, 1.034955973808582, 0.9251154844577496, 0.8094224746410663, 0.7202822611882136, 0.6352417285625751, 0.5619384692265437, 0.4945645011388339, 0.4384699991116157, 0.37885764241218567, 0.34201502341490525, 0.3015366746829106, 0.28110993137726414]","[2.096887230873108, 1.8239530622959137, 1.6421221792697906, 1.5146863758563995, 1.431576132774353, 1.352938026189804, 1.243903249502182, 1.2121522575616837, 1.1295173466205597, 1.059874176979065, 1.0270818024873734, 0.8964715898036957, 0.9257465600967407, 0.8681009411811829, 0.8431007266044617, 0.8398026674985886]",
exp7_1_batchnorm,2,85.0,"[1.8906543254852295, 1.4357797457621648, 1.2266969680786133, 1.0785450155918415, 0.938428479891557, 0.8261325451043936, 0.7196456423172584, 0.6296135966594403, 0.5477276834157797, 0.49261160767995393, 0.4308216915680812, 0.38074307716809785, 0.33469329659755415, 0.3071467074064108, 0.2729440847268471, 0.24982890486717224, 0.22770001681951377, 0.20410541731577653, 0.1947019466987023, 0.17092304504834688, 0.15712967056494492, 0.14644914063123557, 0.13293876670874083, 0.12381887321288769, 0.11756780055853036]","[2.0463885068893433, 1.7499737739562988, 1.5381426811218262, 1.4089987576007843, 1.330657958984375, 1.2821192145347595, 1.240670770406723, 1.1658631414175034, 1.1457736939191818, 1.129771888256073, 1.0315391570329666, 1.0173409581184387, 0.9898840039968491, 0.962278738617897, 0.9553709030151367, 0.9305177479982376, 0.9238992482423782, 0.9321540594100952, 0.9372832775115967, 0.8811442255973816, 0.8635112568736076, 0.8773152306675911, 0.8578548654913902, 0.8413717299699783, 0.8510861694812775]",
exp7_1_batchnorm,3,84.5,"[1.9328325711763823, 1.5145502548951368, 1.320903833095844, 1.1661774653654833, 1.0263778292215788, 0.8928323663198031, 0.7810739783140329, 0.6705705569340632, 0.5791758711521442, 0.5193309119114509, 0.45623730008418745, 0.4031653656409337, 0.3625537615555983, 0.31980360929782575, 0.2902107662879504, 0.26449875418956464, 0.23080203166374794, 0.20735223705951983, 0.20353467762470245, 0.18153359569036043, 0.1707300589634822, 0.14854107109399942, 0.137796771640961, 0.12698190315411642]","[2.098671615123749, 1.825295865535736, 1.642866611480713, 1.5134541988372803, 1.4497495293617249, 1.3842982053756714, 1.3274040669202805, 1.2532680183649063, 1.2274238020181656, 1.2014726251363754, 1.1588202118873596, 1.1081443428993225, 1.0737481266260147, 1.1224860548973083, 1.033619076013565, 1.0293243676424026, 0.9625586569309235, 0.9499846696853638, 0.8783832639455795, 0.958481639623642, 0.9683738797903061, 0.913512796163559, 0.9300838261842728, 0.8765431046485901]",
exp7_1_batchnorm,4,86.5,"[1.8816524193837092, 1.504765015382033, 1.3057055748425996, 1.1291031929162831, 0.9806984892258277, 0.8475407728782067, 0.7413964179845957, 0.6434875314052289, 0.5425285742833064, 0.4825000579540546, 0.41628925846173215, 0.3947816468202151, 0.3365093400845161, 0.2898308267960182, 0.2657844859820146, 0.2362945664387483]","[2.0265935957431793, 1.7556369006633759, 1.5832578241825104, 1.4333489537239075, 1.31909841299057, 1.2108540534973145, 1.114627942442894, 1.028710037469864, 1.0339295268058777, 0.9308352023363113, 0.8960492312908173, 0.895032212138176, 0.8946760296821594, 0.809276357293129, 0.8126487582921982, 0.7563552558422089]",
exp7_1_batchnorm,5,80.40201005025126,"[1.8439951584889338, 1.4106558011128352, 1.205908986238333, 1.034047699891604, 0.9032504054216238, 0.7786788848730234, 0.6828773709443899, 0.5830400815376868, 0.5183222248004034, 0.4564680732213534, 0.4059111728118016, 0.3609185585608849, 0.3222931210811322, 0.2864296803107628, 0.25219685297745925, 0.2280271855684427]","[2.0549331307411194, 1.710982471704483, 1.4418769180774689, 1.2821995913982391, 1.1838992834091187, 1.0540873110294342, 1.0620514303445816, 1.0163621604442596, 0.9614742994308472, 0.9291120618581772, 0.8760712444782257, 0.8446390628814697, 0.8180865347385406, 0.7875647991895676, 0.7684153914451599, 0.7711959481239319]",
exp7_2_batchnorm_dropout,1,87.5,"[2.2289308584653416, 1.9861398476820726, 1.875002695963933, 1.759635301736685, 1.6434912314781775, 1.5711270845853365, 1.5019566187491784, 1.4143984776276808, 1.3398082898213313, 1.2909381206219013, 1.2178863745469313, 1.118791387631343, 1.0556607704896193, 1.0333853960037231, 0.9729582896599402, 0.8854568463105422, 0.8411360612282386, 0.773421993622413, 0.7420500058394212, 0.6608357016856854, 0.6435982309854947, 0.6019250246194693, 0.5538986737911518, 0.5518058515512027, 0.5230617179320409, 0.4951448830274435, 0.4491874896563016, 0.42500872566149783, 0.42323490518790025, 0.3887721483524029, 0.35976580473092884, 0.33502211708288926, 0.3264588461472438, 0.3207748463520637, 0.29107780983814824, 0.27433323057798237, 0.2553727798737012, 0.25035685759324294, 0.24113305600789878, 0.23248143608753497, 0.23670746729924128]","[2.135498523712158, 1.9248753786087036, 1.7773030400276184, 1.6849142611026764, 1.609366774559021, 1.5553447902202606, 1.501494139432907, 1.4385648667812347, 1.402751386165619, 1.3559878468513489, 1.3217918574810028, 1.2680978775024414, 1.2068033814430237, 1.157351329922676, 1.1122787445783615, 1.0608386546373367, 1.0088077932596207, 0.9731626510620117, 0.9590370655059814, 0.9105047583580017, 0.8753434419631958, 0.822858139872551, 0.8285363018512726, 0.8015602082014084, 0.7811329364776611, 0.7479399293661118, 0.7334543019533157, 0.7276038527488708, 0.6979479864239693, 0.6733919233083725, 0.6773747205734253, 0.6274587512016296, 0.6039034649729729, 0.6245304048061371, 0.6593311205506325, 0.6416657641530037, 0.5927550196647644, 0.6244230419397354, 0.5917486846446991, 0.5955932140350342, 0.6061226576566696]",
exp7_2_batchnorm_dropout,2,84.0,"[2.224171858567458, 1.983756157068106, 1.8473163201258733, 1.7758048864511342, 1.6625215732134306, 1.560343467272245, 1.4920343894224901, 1.4215203340236957, 1.304149132508498, 1.2615552590443537, 1.1843936168230498, 1.1448982128730187, 1.0317709079155555, 1.0211731516397917, 0.9285456308951745, 0.8532394170761108, 0.7985112025187566, 0.7507672584973849, 0.6741117055599506, 0.6589880769069378, 0.5941057159350469, 0.5664110252490411, 0.568188855281243, 0.5138920912375817, 0.47796700780208295, 0.45428146765782285, 0.44324265305812544]","[2.1763376593589783, 1.9676649570465088, 1.8614007532596588, 1.7670119404792786, 1.7000403702259064, 1.6417929530143738, 1.5769728422164917, 1.516829401254654, 1.4763453900814056, 1.427525907754898, 1.3867693841457367, 1.3338808119297028, 1.2960306257009506, 1.2885851114988327, 1.2276615500450134, 1.1893848478794098, 1.1181137561798096, 1.076721876859665, 1.0600018948316574, 1.0414696633815765, 0.9546400308609009, 0.9403400272130966, 0.971787765622139, 0.938859298825264, 0.8821880891919136, 0.8665206134319305, 0.860270194709301]",
exp7_2_batchnorm_dropout,3,82.5,"[2.2222029796013465, 1.9868119221467238, 1.839199212881235, 1.7474471238943248, 1.6691858585064228, 1.5634040649120624, 1.471709104684683, 1.410844353529123, 1.3393251620806181, 1.2559933295616736, 1.1993741530638475, 1.1484677699896007, 1.0789031707323515, 0.9886336509998028, 0.9224888819914597, 0.8856601348290076, 0.8035474740541898, 0.7748215657014114, 0.7288572834088252, 0.6970387559670669, 0.6303773797475375, 0.5826602944960961, 0.5608492677028363, 0.5265407585180722, 0.47050795876062834, 0.4553878880464114, 0.42241356464532703]","[2.1162408590316772, 1.9277536571025848, 1.8284401893615723, 1.773374319076538, 1.6992754638195038, 1.6529264748096466, 1.6172731220722198, 1.5528103113174438, 1.519208014011383, 1.4777432680130005, 1.431547373533249, 1.3755315244197845, 1.3482952266931534, 1.31553415954113, 1.2677353620529175, 1.2395061999559402, 1.1886310577392578, 1.1311507672071457, 1.1327398866415024, 1.0926884561777115, 1.0883275270462036, 1.054420918226242, 1.0222463309764862, 1.0220257639884949, 1.0250752419233322, 0.9540192633867264, 0.9887286275625229]",
exp7_2_batchnorm_dropout,4,88.0,"[2.197778243284959, 1.9969014021066518, 1.875929254751939, 1.804674478677603, 1.7128395208945641, 1.5923351232822125, 1.5512556662926307, 1.4827404297315157, 1.3575336382939265, 1.3087754799769475, 1.2308618288773756, 1.134999733704787, 1.0830652622076182, 0.9938998818397522, 0.9418612168385432, 0.869863721040579, 0.7994302740463843, 0.7592157629820017, 0.7186691898566026, 0.6429642255489643, 0.60972660779953, 0.5771157902020675, 0.5509114402991074]","[2.1359984278678894, 1.9100274741649628, 1.813150018453598, 1.7304741144180298, 1.665303260087967, 1.6088319420814514, 1.5436483323574066, 1.476466953754425, 1.425867885351181, 1.360738754272461, 1.2913923561573029, 1.2039623260498047, 1.1591381281614304, 1.0993218272924423, 1.0375022739171982, 0.9831444323062897, 0.9206684231758118, 0.8927945047616959, 0.8342976868152618, 0.8073507100343704, 0.7781854867935181, 0.7816814631223679, 0.8037115931510925]",
exp7_2_batchnorm_dropout,5,84.92462311557789,"[2.252632581270658, 2.03547962812277, 1.8968905393893902, 1.7763001001798189, 1.652950561963595, 1.5476887317804189, 1.4702460582439716, 1.3739838966956506, 1.2982659798402052, 1.2275271599109356, 1.1064050105901866, 1.084975806566385, 0.9944114318260779, 0.9555689784196707, 0.850046653013963, 0.8331943108485296, 0.7533141649686373, 0.7264087429413428, 0.6577914632283725, 0.6083737520071176, 0.5721204785200266, 0.514729937681785, 0.5180929715816791, 0.4693715595282041]","[2.1531277298927307, 1.9438367187976837, 1.8057948350906372, 1.719993144273758, 1.6500442624092102, 1.6014878749847412, 1.5292289555072784, 1.4905672669410706, 1.4240615665912628, 1.3836016654968262, 1.317435622215271, 1.2838770300149918, 1.1958917379379272, 1.1517503559589386, 1.0934185683727264, 1.0688608884811401, 1.0159146338701248, 0.9564480781555176, 0.9239879101514816, 0.8910664767026901, 0.8226677179336548, 0.7985236197710037, 0.7512813955545425, 0.7295375466346741]",
exp7_2_batchnorm_dropout,1,86.0,"[2.2296246748704176, 1.9863572212365956, 1.8898809873140776, 1.7892927023080678, 1.7206510030306303, 1.6377116258327777, 1.5649364086297841, 1.4594219739620502, 1.3607830542784471, 1.3073567335422223, 1.2347824756915753, 1.135373170559223, 1.0605095945871794, 0.9996006030302781, 0.9488703929460965, 0.8984693609751188, 0.8039417679493244, 0.7504112995587863, 0.7151795579836919, 0.625752682869251, 0.5904019750081576, 0.5770144141637362, 0.525312249477093, 0.4775518247714409]","[2.1362456679344177, 1.960049420595169, 1.8632334470748901, 1.7913218140602112, 1.7337880730628967, 1.6839783787727356, 1.6156697571277618, 1.5618703067302704, 1.5098821818828583, 1.4344302415847778, 1.3474642038345337, 1.3178795874118805, 1.2345726191997528, 1.1674023121595383, 1.1235914826393127, 1.0816102623939514, 1.0345730036497116, 0.978293776512146, 0.960443764925003, 0.9271025359630585, 0.8803333193063736, 0.8401268869638443, 0.7991619557142258, 0.7984796315431595]",
