Genre,Genre,Cluster,0
0,0,0,33.75
0,0,1,7.5
0,0,2,58.75
1,1,0,2.5
1,1,1,97.5
2,2,0,30.0
2,2,1,5.0
2,2,2,65.0
3,3,0,71.25
3,3,1,1.25
3,3,2,27.5
4,4,0,27.5
4,4,2,72.5
5,5,0,18.9873417721519
5,5,1,68.35443037974683
5,5,2,12.658227848101266
6,6,0,95.0
6,6,2,5.0
7,7,0,33.75
7,7,1,2.5
7,7,2,63.75
8,8,0,35.0
8,8,2,65.0
9,9,0,63.75
9,9,1,3.75
9,9,2,32.5
