Genre,Genre,Cluster,0
0,0,0,0.3375
0,0,1,0.275
0,0,2,0.0375
0,0,3,0.35
1,1,0,0.0125
1,1,1,0.0125
1,1,2,0.975
2,2,0,0.275
2,2,1,0.05
2,2,2,0.025
2,2,3,0.65
3,3,0,0.6625
3,3,1,0.0125
3,3,3,0.325
4,4,0,0.2
4,4,3,0.8
5,5,0,0.20253164556962025
5,5,1,0.7088607594936709
5,5,2,0.0759493670886076
5,5,3,0.012658227848101266
6,6,0,0.95
6,6,3,0.05
7,7,0,0.3
7,7,1,0.0625
7,7,3,0.6375
8,8,0,0.2875
8,8,1,0.025
8,8,3,0.6875
9,9,0,0.6125
9,9,1,0.0375
9,9,2,0.0375
9,9,3,0.3125
